,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N°,Fecha de Verificacion,Número de PERMISO otorgado por la CRE,Número de Estacion,Razón Social,ESTADO,MUNCIPIO,TOTAL DE INSTUMENTOS (MANGUERAS) VERIFICADOS,TOTAL DE INSTUMENTOS (MANGUERAS) INMOVILIZADOS,CAUSAS DE INMOVILIZACION ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dirección,Colonia,Código Postal,
430,1/24/23,PL/10609/EXP/ES/2015,6038,SÚPER SERVICIO BOULEVARD AUSTRI. S. A. DE C. V.,GUANAJUATO,LEÓN,12,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HIERRO NO. 301,SAN JOSE OBRERO,37310,
431,1/24/23,PL/1694/EXP/ES/2015,4089,SERVICIOS GASOLINEROS DE MÉXICO. S. A. DE C. V.,GUANAJUATO,LEÓN,28,6,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,PASEO DE LOS INSURGENTES NO.1905,LINDA VISTA,37300,
432,1/25/23,PL/10603/EXP/ES/2015,1711,ENRIQUEZ MORENO HÉCTOR JAVIER JUDAS,GUANAJUATO,LEÓN,12,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AV AURELIO LUIS GALLARDO N 200,INDUSTRIAL,37340,
433,1/25/23,PL/10610/EXP/ES/2015,4505,SERVICIO MALECON ORIENTE. S. A. DE C. V.,GUANAJUATO,LEÓN,28,2,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,AV MALECON DEL RIO DE LOS GOMEZ NO. 1802,HEROES DE CHAPULTEPEC,37190,
434,1/24/23,PL/2338/EXP/ES/2015,10905,SERVICIO MURANO. S. A. DE C. V.,GUANAJUATO,IRAPUATO,12,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AV. MANUEL GÓNEZ MORÍN 3577,EJIDO IRAPUATO,36640,
435,1/24/23,PL/19845/EXP/ES/2017,SN,MEGA GASOLINERAS. S. A. DE C. V.,GUANAJUATO,IRAPUATO,20,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AVENIDA PASEO DE SOLIDARIDAD NO. 36680,PREDIO DENOMINADO LAS DELICIAS,36680,
436,1/25/23,PL/3776/EXP/ES/2015,5686,GUILLERMO ANAYA GUTIERREZ,GUANAJUATO,GUANAJUATO,14,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CARRT. GUANAJUATO-SILAO KM 9,SAN JOSE DE LA LUZ,36260,
437,1/25/23,PL/19842/EXP/ES/2017,SN,MEGA GASOLINERAS. S. A. DE C. V.,GUANAJUATO,GUANAJUATO,14,1,0,0,1,0.00,5.80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOULEVARD EUQUERIO GUERRERO NO. 116,BARRIO YERBABUENA,36250,
438,1/24/23,PL/8177/EXP/ES/2015,6751,HIDROSINA PLUS. S. A. P. I. DE C. V.,PUEBLA,PUEBLA,4,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOULEVARD HEROES DE 5 DE MAYO NUM. 1101,SANTA MARIA,72080,
439,1/24/23,PL/8619/EXP/ES/2015,7306,GASOLINERA GLG. S. A. DE C. V.,PUEBLA,PUEBLA,20,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOULEVARD NORTE HEROES DEL 5 DE MAYO # 915,SANTA MARIA,72080,
440,1/24/23,PL/3481/EXP/ES/2015,12505,REGUEIRO SANTAS. S. A. DE C. V.,PUEBLA,PUEBLA,12,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BLVD HEROES DEL 5 DE  MAYO NO. 3001,SANTA MARIA,72080,
441,1/25/23,PL/9044/EXP/ES/2015,2877,GASOLINERA LOS ANGELES. S. A. DE C. V.,PUEBLA,PUEBLA,14,1,0,0,1,7.00,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AV 16 DE SEPTIEMBRE N 4322,HUEXOTITLA,72534,
442,1/25/23,PL/9042/EXP/ES/2015,6829,COMERCIALIZADORA DHEM. S. A. DE C. V.,PUEBLA,PUEBLA,12,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOULEVARD VALSEQUILLO NUMERO 331,RESIDENCIAL BOULEVARES,72440,
443,1/24/23,PL/5564/EXP/ES/2015,12244,LA CONTRARIA. S. A. DE C. V.,TABASCO,CENTRO,8,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CARRETERA VILLAHERMOSA A LA ISLA KM. 0.800  S/N,MIGUEL HIDALGO,86126,
444,1/24/23,PL/1433/EXP/ES/2015,5394,ESTACIONES DE SERVICIO AUTO. S. A. DE C. V.,TABASCO,CENTRO,18,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CARRETERA VILLAHERMOSA - FRONTERA NO. 423,JOSÉ MARÍA PINO SUAREZ,86029,
445,1/24/23,PL/6295/EXP/ES/2015,5517,SERVICIO PROMOS. S. A. DE C. V.,TABASCO,CENTRO,20,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AV ADOLFO RUIZ CORTINEZ N 1114,FRACCIONAMIENTO OROPEZA,86030,
446,1/25/23,PL/2213/EXP/ES/2015,10786,ESTACIONES DE SERVICIO AUTO. S. A. DE C. V.,TABASCO,NACAJUCA,8,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ESTACIONAMIENTO DE LA PLAZA CEDROS,FRACCIONAMIENTO BRISAS DEL CARRIZAL. SALOYA 1A. SECCION,86220,
447,1/25/23,PL/9100/EXP/ES/2015,7239,E. S. G. E. S.. S. A. DE C. V.,TABASCO,CENTRO,16,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CARRETERRA VILLAHERMOSA- FRONTERA KM 15. MEDELLIN  Y MADERO ,SIN COLONIA ,86270,
448,1/24/23,PL/1127/EXP/ES/2015,3883,ESTACIÓN DE SERVICIO SANTA CATARINA. S. A. DE C. V.,GUANAJUATO,SANTA CATARINA,6,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CALLE IGNACIO ALLENDE NO. 8,EL TABLÓN,37950,
449,1/24/23,PL/9061/EXP/ES/2015,868,GASOLINERIA DOÑA PURE. S. A. DE C. V.,QUERÉTARO,CADEREYTA DE MONTES,22,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CARRETERA SAN JUAN DEL RIO-XILITLA KM.48.5,LOS LLANITOS,76500,
450,1/25/23,PL/10368/EXP/ES/2015,3366,SERVICIO PANORAMA. S. A. DE C. V.,QUERÉTARO,QUERÉTARO,28,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KM 209+430 AUTOPISTA MEX-QRO (AMBOS MARGENES),VILLAS DEL SOL,76060,
451,1/25/23,PL/2020/EXP/ES/2015,12527,SERVICIOS ENERGÉTICOS CONSTITUYENTES. S. A. DE C. V.,QUERÉTARO,QUERÉTARO,18,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AV. PASEO CONSTITUYENTES NO.1230,MAGISTERIAL,76180,
452,1/24/23,PL/18964/EXP/ES/2016,12907,ENERLUPE. S. A. DE C. V.,MEXICO,CUAUTITLÁN IZCALLI,18,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIGUEL HIDALGO NO.12. MANZANA 311. LOTE 10,SAN MARTIN OBISPO O TEPETLIXPAN,54763,
453,1/24/23,PL/8714/EXP/ES/2015,3661,SÚPER SERVICIO BULEVARES. S. A. DE C. V.,MEXICO,NAUCALPAN DE JUÁREZ,16,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AV. LOMAS VERDES S/N,SANTA CRUZ ACATLAN,53150,
454,1/24/23,PL/7030/EXP/ES/2015,6770,SERVICIO GASOLINERO LA LOMA. S. A. DE C. V.,MEXICO,TLALNEPANTLA DE BAZ,28,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AV. PRESIDENTE JUAREZ NO. 27,LOS REYES ZONA INDUSTRIAL,54109,
455,1/25/23,PL/9611/EXP/ES/2015,4508,SERVICIOS SAN NICOLAS. S. A. DE C. V.,CIUDAD DE MÉXICO,TLALPAN,16,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TETIZ NO. 280,PEDREGAL DE SAN NICOLAS,14100,
456,1/25/23,PL/9669/EXP/ES/2015,9461,SERVICIO 5441. S. A. DE C. V.,CIUDAD DE MÉXICO,TLALPAN,24,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CARRETERA PICACHO-AJUSCO NO.745,HEROES DE PADIERNA,14200,
457,1/25/23,PL/8706/EXP/ES/2015,2873,GASOLINERIAS PS. S. A. DE C. V.,CIUDAD DE MÉXICO,XOCHIMILCO,28,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AV. GUADALUPE I RAMIREZ  NO. 351,POTRERO SAN BERNARDINO,16030,
458,1/26/23,PL/1463/EXP/ES/2015,5555,LUBRICA AUTOMOTRIZ. S. A. DE C. V.,JALISCO,GUADALAJARA,24,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AV. 8 DE JULIO NO. 2236,ZONA INDUSTRIAL,44940,
459,1/26/23,PL/1496/EXP/ES/2015,8951,COMBUSTIBLES COLON. S. A. DE C. V.,JALISCO,GUADALAJARA,12,2,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,AV. COLÓN NO. 3201,LOMAS DE POLANCO,44960,
460,1/26/23,PL/2991/EXP/ES/2015,8998,ALFONSO ORNELAS GONZÁLEZ,JALISCO,GUADALAJARA,12,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LONGINOS CADENA NO.2540,LOMAS DE POLANCO,44960,
461,1/26/23,PL/2372/EXP/ES/2015,12518,MAYOMEX ARELI PETROLEUM. S. DE R. L. DE C. V.,GUANAJUATO,LEÓN,18,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CERRO GORDO NO. 604,VILLAS DEL CAMPESTRE,37129,
462,1/26/23,PL/2193/EXP/ES/2015,3879,SERVICIOS VICTORIA. S. A. DE C. V.,JALISCO,LAGOS DE MORENO,18,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LIBRAMIENTO NORTE  KM. 3.500,SIN COLONIA,47470,
463,1/26/23,PL/1651/EXP/ES/2015,5406,SERVICIOS EL HUIZACHE. S. A. DE C. V.,JALISCO,SAN JUAN DE LOS LAGOS,16,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CARRETERA SAN JUAN - LAGOS KM.5,SIN COLONIA,47000,
464,1/26/23,PL/2964/EXP/ES/2015,6559,DIGEPE. S. A. DE C. V.,QUERÉTARO,SAN JUAN DEL RÍO,24,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AV. UNIVERSIDAD NO.299,LA PAZ,76806,
465,1/26/23,PL/22065/EXP/ES/2019,SN,PETRO EL RANCHO. S. A. DE C. V.,QUERÉTARO,SAN JUAN DEL RÍO,12,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOULEVARD PABLO CABRERA NO. 83,CENTRO,76800,
466,1/26/23,PL/19185/EXP/ES/2016,13051,GASOLINERA NORTHM S. DE R. L. DE C. V.,QUERÉTARO,PEDRO ESCOBEDO,18,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUTOPISTA FEDERAL 57 MÉXICO-QUERÉTARO KM 175+060. CUERPO A TRAMO PALMILLAS-QUERÉTARO,LOCALIDAD EL SAUZ,76729,
467,1/26/23,PL/6535/EXP/ES/2015,1050,SÚPER SERVICIO FRONTERA. S. A. DE C. V.,TABASCO,CENTLA,20,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AV EJIDO N 169,SIN COLONIA,86751,
468,1/26/23,PL/9092/EXP/ES/2015,6045,E. S. G. E. S.. S. A. DE C. V.,TABASCO,CENTLA,16,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CARRETERA FRONTERA-VILLAHERMOSA  KM 200 . NÚM 8 ,SIN COLONIA,86750,
469,1/26/23,PL/6633/EXP/ES/2015,5965,COMBUSTIBLES Y SUMINISTROS DEL GOLFO. S. A. DE C. V.,TABASCO,CENTLA,10,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ESTEBAN SAMBERINO NO. 413,CENTLA,86750,
470,1/26/23,PL/5911/EXP/ES/2015,7473,PARADOR SERVICIO FRANCO. S. A. DE C. V.,GUANAJUATO,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,12,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LIBRAMIENTO ORIENTE KM. 0.20,SIN COLONIA,37800,
471,1/26/23,PL/21071/EXP/ES/2018,SN,MEGA GASOLINERAS. S. A. DE C. V.,GUANAJUATO,SAN MIGUEL DE ALLENDE,16,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CARRETERA A LA CIENEGUITA KM 1.59,EJIDO LOS LÓPEZ,37897,
472,1/26/23,PL/20122/EXP/ES/2017,SN,J JESÚS VÁZQUEZ,GUANAJUATO,SAN JOSÉ ITURBIDE,36,3,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,AVENIDA BICENTENARIO NO. 126,LA HUERTA,37980,
473,1/26/23,PL/1916/EXP/ES/2015,11965,SERVICIO GRACIEL. S. A. DE C. V.,MEXICO,LA PAZ,8,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CALLE NUEVE NO. 86,VALLE DE LOS REYES,56430,
474,1/26/23,PL/5266/EXP/ES/2015,10868,PAL COMBUSTIBLES. S. A. DE C. V.,MEXICO,LA PAZ,22,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CARRETERA MEXICO-TEXCOCO KM. 24,LA MAGDALENA ATLICPAC,56500,
475,1/26/23,PL/8224/EXP/ES/2015,8432,INMOBILIARIA DMG. S. A. DE C. V.,MEXICO,TEXCOCO,16,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CARRETERA MEXICO-TEXCOCO KM 15+680,MONTECILLOS,56230,
476,1/26/23,PL/3855/EXP/ES/2015,12362,AUTO SERVICIO MAGUEYES. S. A. DE C. V.,PUEBLA,AMOZOC,14,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CARRETERA PUEBLA - TEHUACAN KM 23.50,SIN COLONIA,72980,
477,1/26/23,PL/3695/EXP/ES/2015,915,GASOLINERA TEHUACAN. S. A. DE C. V.,PUEBLA,TEHUACÁN,14,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AV. INDEPENDENCIA PTE. NO. 618,AQUILES SERDAN,75750,
478,1/26/23,PL/21560/EXP/ES/2018,SN,SERVIOK S. A. DE C. V.,PUEBLA,TEHUACÁN,20,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AVENIDA JOSÉ GARCI CRESPO NO. 3001 - 3,SAN NICOLÁS TETITZINTLA,75710,
479,1/27/23,PL/2001/EXP/ES/2015,8721,COMBUSTIBLES POPOYOTE. S. A. DE C. V.,JALISCO,TLAJOMULCO DE ZÚÑIGA,18,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CARRETERA GUADALAJARA MORELIA 7750,SAN AGUSTIN,45645,
480,1/27/23,PL/1985/EXP/ES/2015,7022,COMBUSTIBLES DE SANTA ANITA. S. A. DE C. V.,JALISCO,TLAJOMULCO DE ZÚÑIGA,12,2,0,0,0,0.00,0.00,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AVENIDA RAMON CORONA NO.715,CAMINO A SANTA ANITA,45640,
481,1/28/23,PL/12584/EXP/ES/2015,4714,SERVICIO CAÑERO. S. A. DE C. V.,JALISCO,TALA,10,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MORELOS SN,SAN ISIDRO MAZATEPEC,45340,
482,1/28/23,PL/10348/EXP/ES/2015,9008,COMBUSTIBLES TLAJOMULCO. S. A. DE C. V.,JALISCO,TLAJOMULCO DE ZÚÑIGA,8,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAMINO BUENAVISTA TLAJOMULCO NO. 3,BUENAVISTA,45640,
483,1/29/23,PL/10061/EXP/ES/2015,8826,SERVIECOLOGICOS. S. A. DE C. V.,JALISCO,IXTLAHUACÁN DE LOS MEMBRILLOS,14,7,4,0,0,0.00,0.00,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,KM.4.5 CARRETERA SANTA ROSA-LA BARCA #1515,EL SACRIFICIO,45860,
484,1/29/23,PL/10342/EXP/ES/2015,1577,SERVICIO AGUIRRE CASTELLANOS. S. A. DE C. V.,JALISCO,CHAPALA,14,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AV MADERO N 528,SIN COLONIA,45900,
485,1/29/23,PL/6514/EXP/ES/2015,11717,ARCELIA HERNÁNDEZ SILVA,MICHOACAN DE OCAMPO,ECUANDUREO,18,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CARRETERA ZAMORA-LA PIEDAD KM 17.50,S/C,59730,
486,1/27/23,PL/6054/EXP/ES/2015,3380,LIZARDE Y COMPAÑIA. S. A. DE C. V.,JALISCO,YAHUALICA DE GONZÁLEZ GALLO,10,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CARR. A AGUASCALIENTES KM 1,S/C,47300,
487,1/27/23,PL/20189/EXP/ES/2017,SN,SERVICIOS AUTOENERGETICOS CAMPOS. S. A. DE C. V.,JALISCO,TEOCALTICHE,14,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CARRETERA YAHUALICA - TEOCALTICHE KM 53+500,S/C,47200,
488,1/28/23,PL/23263/EXP/ES/2020,FF,SERVICIOS Y COMERCIALIZADORA NACIONAL. S. A. DE C. V.,AGUASCALIENTES,AGUASCALIENTES,14,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AVENIDA DE LOS MAESTROS. NO. 2502,FRACCIONAMIENTO VERSALLES 1RA SECCIÓN,20285,
489,1/28/23,PL/1294/EXP/ES/2015,4725,UNIDAD DE GASOLINERAS. S. A. DE C. V.,AGUASCALIENTES,AGUASCALIENTES,22,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AV. CONVENCION OTE. NO. 361,FRACCIONAMIENTO SANTA ANITA,20169,
490,1/28/23,PL/9297/EXP/ES/2015,4851,SERVICIO AGUITAS. S. A. DE C. V.,AGUASCALIENTES,AGUASCALIENTES,24,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AV AGUASCALIENTES SUR N 102,VERSALLES SEGUNDA SECCION,20285,
491,1/29/23,PL/1299/EXP/ES/2015,5188,UNIDAD DE GASOLINERAS. S. A. DE C. V.,AGUASCALIENTES,SAN FRANCISCO DE LOS ROMO,22,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AV. ESTADOS UNIDOS DE AMÉRICA NO. 100,PARQUE INDS. SAN FRANCISCO DE LOS ROMO,20300,
492,1/29/23,PL/9602/EXP/ES/2015,7754,RN GAS. S. A. DE C. V.,AGUASCALIENTES,AGUASCALIENTES,12,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BERNABE BALLESTEROS NO. 124,VILLA DE NUESTRA SENORA DE LA ASUNCION,20200,
493,1/29/23,PL/1298/EXP/ES/2015,4673,UNIDAD DE GASOLINERAS. S. A. DE C. V.,AGUASCALIENTES,AGUASCALIENTES,24,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AV. UNIVERSIDAD 602 INT. 5,UNIDAD GANADERA,20130,
494,1/27/23,PL/8659/EXP/ES/2015,862,SERVICIO ACULCO. S. A. DE C. V.,MEXICO,ACULCO,14,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CARRETERA ARROYO ZARCO-ACULCO KM. 12,SANTA MARIA NATIVITAS,50360,
495,1/27/23,PL/21225/EXP/ES/2018,SN,PARADOR CONDESA DE ZACATECAS. S. A. DE C. V.,MEXICO,JILOTEPEC,22,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUTOPISTA FEDERAL MÉXICO - QUERÉTARO KM 85.880,SAN PABLO HUANTEPEC,54250,
496,1/28/23,PL/12631/EXP/ES/2015,6767,SERVICIO JIQUIPILCO. S. A. DE C. V.,MEXICO,JIQUIPILCO,6,6,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,CARRT. JIQUIPILCO NAUCALPAN KM 18+400,MANZANA SEGUNDA,50800,
497,1/28/23,PL/8232/EXP/ES/2015,9693,GRUPO GASOLINERO IXTLAHUAQUENSE. S. A. DE C. V.,MEXICO,IXTLAHUACA,12,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CARRETERA IXTLAHUACA SAN FELIPE DEL PROGRESO KM. 4.100,SAN ILDEFONSO,50740,
498,1/28/23,PL/5470/EXP/ES/2015,5251,ORVI COMBUSTIBLES. S. A. DE C. V.,MEXICO,ATLACOMULCO,16,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LOTE 1 MANZANA 13,PARQUE INDUSTRIAL ATLACOMULCO,50450,
499,1/29/23,PL/10303/EXP/ES/2015,5041,SERVICIOS HERMANOS MEDINA LÓPEZ. S. A. DE C. V.,MICHOACAN DE OCAMPO,HIDALGO,8,8,0,0,0,0.00,0.00,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AVENIDA MIGUEL HIDALGO NORTE 86,CENTRO. AGOSTITLAN,61241,
500,1/29/23,PL/10239/EXP/ES/2015,11289,GASOLINERA EL CORTIJO. S. A. DE C. V.,MICHOACAN DE OCAMPO,HIDALGO,10,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CARRETERA HIDALGO-AGOSTITLAN KM 10.00  S/N,S/COL.      LOCALIDAD EL CORTIJO,61170,
501,1/29/23,PL/9756/EXP/ES/2015,5065,FIDEL GARFIAS SUAREZ,MICHOACAN DE OCAMPO,HIDALGO,20,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KM 147.6 CARRET. FED. NO. 15 MEXICO-NOGALES,CARR TOLUCA MORELIA KM 122 05,61420,
502,1/27/23,PL/20041/EXP/ES/2017,13034,GASOLINERIA LAS PALMAS. S. A. DE C. V.,VERACRUZ DE IGNACIO DE LA LLAVE,PUENTE NACIONAL,14,6,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,CARRETERA FEDERAL XALAPA TAMARINDO CARDEL KM64+450 M.I.,SN,91653,
503,1/28/23,PL/7518/EXP/ES/2015,11467,ESTACIÓN DE SERVICIO PALO GACHO. S. A. DE C. V.,VERACRUZ DE IGNACIO DE LA LLAVE,EMILIANO ZAPATA,20,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CARRERA FED.XALAPA-VERACRUZ PARCELA 138Z-1P1/1,PALO GACHO,91633,
504,1/28/23,PL/13676/EXP/ES/2016,12940,GRUPO FERCHE. S. A. DE C. V.,VERACRUZ DE IGNACIO DE LA LLAVE,XALAPA,18,6,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,AVENIDA ARCO SUR NO. 703,EL OLMO,91194,
505,1/28/23,PL/6647/EXP/ES/2015,5634,CEGASEL. S. A. DE C. V.,VERACRUZ DE IGNACIO DE LA LLAVE,XALAPA,8,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AV. DE LAS JACARANDAS NO. 17,ARBOLEDAS DEL  SUMIDERO,91037,
